PRODUCTO,TIPO CONTRATO,FECHA,AJUSTE / PRIMA REF.
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-12,175.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-12,177.3
SOJ Dolar MATba,SOJ.ROS/OCT21,2021-10-12,343.5
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-12,343.1
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-12,344.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-12,314.2
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-12,319.6
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-12,323.5
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-12,248.6
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-12,252.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-12,256.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-12,260.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-13,189.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-13,185.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-13,171.9
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-13,173.5
SOJ Dolar MATba,SOJ.ROS/OCT21,2021-10-13,346.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-13,347.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-13,347.5
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-10-13,315.8
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-13,314.9
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-13,320.5
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-13,324.7
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-13,240.5
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-13,244.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-13,248.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-13,251.5
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-14,191.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-14,186.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-14,173.6
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-14,349.5
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-14,350.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-14,317.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-14,322.6
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-14,326.5
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-14,240.0
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-14,242.6
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-14,247.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-14,249.5
MAI Dolar MATba,MAI.ROS/OCT21,2021-10-15,193.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-15,194.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-15,187.5
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-15,175.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-15,178.0
SOJ Dolar MATba,SOJ.ROS/OCT21,2021-10-15,352.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-15,352.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-15,351.2
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-15,317.4
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-15,323.0
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-15,327.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-15,239.5
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-15,242.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-15,246.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-15,250.0
MAI Dolar MATba,MAI.ROS/OCT21,2021-10-18,194.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-18,194.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-18,189.5
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-18,176.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-18,178.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-18,181.5
SOJ Disponible,SOJ.ROS/DIS21,2021-10-18,353.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-18,353.1
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-18,353.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-18,318.2
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-18,323.5
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-18,328.4
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-18,235.6
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-18,239.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-18,242.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-18,245.0
MAI Dolar MATba,MAI.ROS/OCT21,2021-10-19,195.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-19,197.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-19,190.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-19,175.5
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-19,177.9
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-19,182.4
SOJ Disponible,SOJ.ROS/DIS21,2021-10-19,356.0
SOJ Dolar MATba,SOJ.ROS/OCT21,2021-10-19,355.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-19,355.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-19,355.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-19,319.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-19,325.1
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-19,329.5
TRI Dolar MATba,TRI.ROS/NOV21,2021-10-19,230.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-19,233.5
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-19,237.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-19,240.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-19,242.5
MAI Dolar MATba,MAI.ROS/OCT21,2021-10-20,195.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-20,199.0
MAI Dolar MATba,MAI.ROS/MAR22,2021-10-20,195.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-20,193.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-20,178.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-20,180.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-20,184.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-20,361.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-20,360.5
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-20,322.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-20,327.5
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-20,330.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-20,234.5
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-20,238.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-20,241.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-20,243.5
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-21,196.0
MAI Dolar MATba,MAI.ROS/MAR22,2021-10-21,192.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-21,190.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-21,174.8
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-21,178.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-21,182.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-21,355.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-21,354.5
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-21,319.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-21,324.5
TRI Dolar MATba,TRI.ROS/NOV21,2021-10-21,230.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-21,233.5
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-21,237.6
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-21,240.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-21,243.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-22,198.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-22,193.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-22,177.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-22,180.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-22,184.2
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-22,352.7
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-22,352.2
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-10-22,318.8
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-22,318.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-22,323.6
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-22,235.2
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-22,239.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-22,241.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-22,244.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-25,196.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-25,191.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-25,176.5
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-25,178.5
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-25,184.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-25,354.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-25,353.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-25,321.5
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-25,326.5
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-25,330.5
TRI Dolar MATba,TRI.ROS/NOV21,2021-10-25,230.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-25,234.6
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-25,238.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-25,240.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-25,243.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-26,195.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-26,192.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-26,178.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-26,179.5
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-26,184.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-26,353.9
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-26,353.3
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-26,319.8
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-26,325.4
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-26,328.4
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-26,236.0
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-26,240.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-26,242.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-26,244.5
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-27,197.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-27,195.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-27,179.9
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-27,181.5
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-27,185.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-27,352.5
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-27,351.5
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-27,320.5
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-27,326.0
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-27,329.5
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-27,239.0
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-27,242.9
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-27,245.2
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-27,247.4
MAI Dolar MATba,MAI.ROS/NOV21,2021-10-28,194.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-28,197.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-28,195.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-28,179.5
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-28,182.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-28,185.5
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-28,351.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-28,350.9
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-10-28,320.3
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-28,319.4
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-28,325.0
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-28,329.0
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-10-28,331.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-28,244.0
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-28,247.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-28,250.6
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-28,253.6
MAI Dolar MATba,MAI.ROS/NOV21,2021-10-29,194.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-10-29,198.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-10-29,195.5
MAI Dolar MATba,MAI.ROS/JUL22,2021-10-29,180.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-10-29,182.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-10-29,186.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-10-29,351.5
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-10-29,351.0
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-10-29,320.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-10-29,319.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-10-29,325.0
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-10-29,329.4
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-10-29,331.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-10-29,244.0
TRI Dolar MATba,TRI.ROS/ENE22,2021-10-29,247.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-10-29,250.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-10-29,253.0
MAI Dolar MATba,MAI.ROS/NOV21,2021-11-01,195.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-01,198.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-01,197.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-01,181.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-01,183.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-11-01,185.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-01,352.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-01,352.3
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-01,319.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-01,318.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-01,323.0
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-01,328.3
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-01,333.0
TRI Dolar MATba,TRI.ROS/NOV21,2021-11-01,245.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-01,248.0
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-01,252.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-01,254.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-01,256.1
TRI Dolar MATba,TRI.ROS/DIC22,2021-11-01,218.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-02,199.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-02,198.5
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-02,183.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-02,184.5
MAI Dolar MATba,MAI.ROS/DIC22,2021-11-02,187.5
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-02,354.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-02,354.1
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-02,319.8
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-02,320.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-02,325.9
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-02,330.8
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-02,333.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-02,250.0
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-02,254.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-02,257.3
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-02,259.5
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-03,196.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-03,195.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-03,180.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-03,182.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-11-03,188.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-03,354.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-03,352.1
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-03,318.5
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-03,318.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-03,323.5
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-03,328.5
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-03,332.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-03,248.0
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-03,252.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-03,254.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-03,256.5
MAI Disponible,MAI.ROS/DIS21,2021-11-04,193.5
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-04,196.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-04,194.9
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-04,180.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-04,182.0
SOJ Disponible,SOJ.ROS/DIS21,2021-11-04,349.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-04,349.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-04,347.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-04,315.5
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-04,321.5
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-04,325.6
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-04,330.0
TRI Dolar MATba,TRI.ROS/NOV21,2021-11-04,245.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-04,247.5
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-04,251.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-04,254.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-04,255.5
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-05,196.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-05,193.8
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-05,179.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-05,345.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-05,343.5
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-05,313.8
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-05,312.9
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-05,319.2
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-05,323.6
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-05,328.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-05,246.5
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-05,250.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-05,254.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-05,255.6
MAI Dolar MATba,MAI.ROS/NOV21,2021-11-08,195.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-08,198.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-08,194.3
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-08,178.5
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-08,181.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-08,341.5
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-08,340.5
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-08,311.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-08,310.5
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-08,316.5
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-08,325.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-08,246.9
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-08,251.1
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-08,253.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-08,255.5
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-09,200.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-09,193.5
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-09,178.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-09,180.5
MAI Dolar MATba,MAI.ROS/DIC22,2021-11-09,186.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-09,346.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-09,344.5
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-09,315.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-09,314.5
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-09,320.7
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-09,325.0
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-09,329.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-09,247.4
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-09,251.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-09,254.6
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-09,256.8
TRI Dolar MATba,TRI.ROS/DIC22,2021-11-09,220.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-10,201.5
MAI Dolar MATba,MAI.ROS/MAR22,2021-11-10,197.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-10,197.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-10,182.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-10,183.6
MAI Dolar MATba,MAI.ROS/DIC22,2021-11-10,187.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-10,347.5
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-10,346.6
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-10,317.5
SOJ Dolar MATba,SOJ.ROS/ABR22,2021-11-10,314.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-10,316.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-10,322.0
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-10,326.0
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-10,330.0
TRI Dolar MATba,TRI.ROS/NOV21,2021-11-10,245.0
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-10,249.5
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-10,255.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-10,258.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-10,259.5
TRI Dolar MATba,TRI.ROS/DIC22,2021-11-10,223.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-11,202.5
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-11,197.5
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-11,181.0
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-11,184.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-11-11,187.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-11,349.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-11,347.0
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-11,318.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-11,317.5
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-11,322.5
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-11,329.6
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-11,249.3
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-11,254.0
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-11,257.0
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-11,259.0
TRI Dolar MATba,TRI.ROS/DIC22,2021-11-11,226.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-12,201.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-12,198.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-12,182.5
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-12,185.0
MAI Dolar MATba,MAI.ROS/DIC22,2021-11-12,187.1
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-12,355.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-12,352.5
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-12,320.3
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-12,320.0
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-12,325.8
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-12,329.8
TRI Dolar MATba,TRI.ROS/DIC21,2021-11-12,247.9
TRI Dolar MATba,TRI.ROS/ENE22,2021-11-12,252.5
TRI Dolar MATba,TRI.ROS/MAR22,2021-11-12,255.5
TRI Dolar MATba,TRI.ROS/JUL22,2021-11-12,258.0
TRI Dolar MATba,TRI.ROS/DIC22,2021-11-12,228.0
MAI Dolar MATba,MAI.ROS/NOV21,2021-11-15,202.0
MAI Dolar MATba,MAI.ROS/DIC21,2021-11-15,203.5
MAI Dolar MATba,MAI.ROS/ENE22,2021-11-15,203.0
MAI Dolar MATba,MAI.ROS/ABR22,2021-11-15,197.0
MAI Dolar MATba,MAI.ROS/JUL22,2021-11-15,181.5
MAI Dolar MATba,MAI.ROS/SEP22,2021-11-15,186.0
SOJ Dolar MATba,SOJ.ROS/NOV21,2021-11-15,359.0
SOJ Dolar MATba,SOJ.ROS/ENE22,2021-11-15,356.5
SOJ Dolar MATba,SOJ.ROS/MAR22,2021-11-15,321.0
SOJ Dolar MATba,SOJ.ROS/MAY22,2021-11-15,320.5
SOJ Dolar MATba,SOJ.ROS/JUL22,2021-11-15,326.5
SOJ Dolar MATba,SOJ.ROS/SEP22,2021-11-15,330.5
SOJ Dolar MATba,SOJ.ROS/NOV22,2021-11-15,334.1
TRI Dolar MATba,TRI.ROS/NOV21,2021-11-15,240.0
