FECHA,PRODUCTO,TIPO CONTRATO,AJUSTE / PRIMA REF.
2020-11-13,TRI Dolar MATba,TRI.ROS/MAR21,226.5
2020-11-13,TRI Dolar MATba,TRI.ROS/JUL21,230.0
2020-11-16,MAI Dolar MATba,MAI.ROS/DIC20,197.8
2020-11-16,MAI Dolar MATba,MAI.ROS/ABR21,184.1
2020-11-16,MAI Dolar MATba,MAI.ROS/JUL21,168.7
2020-11-16,MAI Dolar MATba,MAI.ROS/SEP21,171.0
2020-11-16,MAI Dolar MATba,MAI.ROS/DIC21,177.5
2020-11-16,SOJ Dolar MATba,SOJ.ROS/NOV20,351.5
2020-11-16,SOJ Dolar MATba,SOJ.ROS/ENE21,347.5
2020-11-16,SOJ Dolar MATba,SOJ.ROS/MAR21,300.0
2020-11-16,SOJ Dolar MATba,SOJ.ROS/MAY21,298.1
2020-11-16,SOJ Dolar MATba,SOJ.ROS/JUL21,301.6
2020-11-16,SOJ Dolar MATba,SOJ.ROS/NOV21,310.2
2020-11-16,TRI Dolar MATba,TRI.ROS/DIC20,220.0
2020-11-16,TRI Dolar MATba,TRI.ROS/ENE21,221.5
2020-11-16,TRI Dolar MATba,TRI.ROS/MAR21,224.0
2020-11-16,TRI Dolar MATba,TRI.ROS/JUL21,228.0
2020-11-17,MAI Dolar MATba,MAI.ROS/NOV20,198.0
2020-11-17,MAI Dolar MATba,MAI.ROS/DIC20,201.5
2020-11-17,MAI Dolar MATba,MAI.ROS/ABR21,189.2
2020-11-17,MAI Dolar MATba,MAI.ROS/JUL21,172.1
2020-11-17,MAI Dolar MATba,MAI.ROS/SEP21,174.0
2020-11-17,MAI Dolar MATba,MAI.ROS/DIC21,180.0
2020-11-17,SOJ Dolar MATba,SOJ.ROS/NOV20,355.0
2020-11-17,SOJ Dolar MATba,SOJ.ROS/ENE21,351.5
2020-11-17,SOJ Dolar MATba,SOJ.ROS/MAR21,305.5
2020-11-17,SOJ Dolar MATba,SOJ.ROS/MAY21,303.5
2020-11-17,SOJ Dolar MATba,SOJ.ROS/JUL21,307.4
2020-11-17,SOJ Dolar MATba,SOJ.ROS/NOV21,316.5
2020-11-17,TRI Dolar MATba,TRI.ROS/DIC20,220.0
2020-11-17,TRI Dolar MATba,TRI.ROS/ENE21,222.0
2020-11-17,TRI Dolar MATba,TRI.ROS/MAR21,224.0
2020-11-17,TRI Dolar MATba,TRI.ROS/JUL21,228.0
2020-11-18,MAI Dolar MATba,MAI.ROS/NOV20,203.0
2020-11-18,MAI Dolar MATba,MAI.ROS/DIC20,203.5
2020-11-18,MAI Dolar MATba,MAI.ROS/ABR21,188.0
2020-11-18,MAI Dolar MATba,MAI.ROS/JUL21,171.0
2020-11-18,MAI Dolar MATba,MAI.ROS/SEP21,172.8
2020-11-18,MAI Dolar MATba,MAI.ROS/DIC21,178.5
2020-11-18,SOJ Dolar MATba,SOJ.ROS/NOV20,358.5
2020-11-18,SOJ Dolar MATba,SOJ.ROS/ENE21,355.8
2020-11-18,SOJ Dolar MATba,SOJ.ROS/MAR21,312.0
2020-11-18,SOJ Dolar MATba,SOJ.ROS/MAY21,306.4
2020-11-18,SOJ Dolar MATba,SOJ.ROS/JUL21,310.8
2020-11-18,SOJ Dolar MATba,SOJ.ROS/SEP21,315.2
2020-11-18,SOJ Dolar MATba,SOJ.ROS/NOV21,319.9
2020-11-18,TRI Dolar MATba,TRI.ROS/DIC20,217.5
2020-11-18,TRI Dolar MATba,TRI.ROS/ENE21,219.5
2020-11-18,TRI Dolar MATba,TRI.ROS/MAR21,222.0
2020-11-18,TRI Dolar MATba,TRI.ROS/JUL21,225.5
2020-11-19,MAI Dolar MATba,MAI.ROS/NOV20,202.2
2020-11-19,MAI Dolar MATba,MAI.ROS/DIC20,202.7
2020-11-19,MAI Dolar MATba,MAI.ROS/ABR21,186.0
2020-11-19,MAI Dolar MATba,MAI.ROS/JUL21,168.5
2020-11-19,MAI Dolar MATba,MAI.ROS/SEP21,170.6
2020-11-19,SOJ Dolar MATba,SOJ.ROS/NOV20,357.8
2020-11-19,SOJ Dolar MATba,SOJ.ROS/ENE21,356.3
2020-11-19,SOJ Dolar MATba,SOJ.ROS/MAR21,311.7
2020-11-19,SOJ Dolar MATba,SOJ.ROS/MAY21,307.6
2020-11-19,SOJ Dolar MATba,SOJ.ROS/JUL21,311.7
2020-11-19,SOJ Dolar MATba,SOJ.ROS/NOV21,320.7
2020-11-19,TRI Dolar MATba,TRI.ROS/DIC20,217.0
2020-11-19,TRI Dolar MATba,TRI.ROS/ENE21,218.5
2020-11-19,TRI Dolar MATba,TRI.ROS/MAR21,221.5
2020-11-19,TRI Dolar MATba,TRI.ROS/JUL21,225.5
2020-11-20,MAI Dolar MATba,MAI.ROS/DIC20,202.5
2020-11-20,MAI Dolar MATba,MAI.ROS/ABR21,187.7
2020-11-20,MAI Dolar MATba,MAI.ROS/JUL21,170.0
2020-11-20,MAI Dolar MATba,MAI.ROS/SEP21,172.4
2020-11-20,SOJ Dolar MATba,SOJ.ROS/NOV20,356.0
2020-11-20,SOJ Dolar MATba,SOJ.ROS/ENE21,356.8
2020-11-20,SOJ Dolar MATba,SOJ.ROS/MAR21,315.0
2020-11-20,SOJ Dolar MATba,SOJ.ROS/MAY21,310.5
2020-11-20,SOJ Dolar MATba,SOJ.ROS/JUL21,314.4
2020-11-20,SOJ Dolar MATba,SOJ.ROS/SEP21,319.5
2020-11-20,SOJ Dolar MATba,SOJ.ROS/NOV21,324.0
2020-11-20,TRI Dolar MATba,TRI.ROS/DIC20,215.0
2020-11-20,TRI Dolar MATba,TRI.ROS/ENE21,216.0
2020-11-20,TRI Dolar MATba,TRI.ROS/MAR21,218.7
2020-11-20,TRI Dolar MATba,TRI.ROS/JUL21,222.5
2020-11-24,MAI Dolar MATba,MAI.ROS/DIC20,197.5
2020-11-24,MAI Dolar MATba,MAI.ROS/ABR21,186.5
2020-11-24,MAI Dolar MATba,MAI.ROS/JUL21,168.5
2020-11-24,MAI Dolar MATba,MAI.ROS/SEP21,171.5
2020-11-24,SOJ Dolar MATba,SOJ.ROS/ENE21,352.2
2020-11-24,SOJ Dolar MATba,SOJ.ROS/MAR21,315.0
2020-11-24,SOJ Dolar MATba,SOJ.ROS/MAY21,312.7
2020-11-24,SOJ Dolar MATba,SOJ.ROS/JUL21,316.4
2020-11-24,TRI Dolar MATba,TRI.ROS/DIC20,212.0
2020-11-24,TRI Dolar MATba,TRI.ROS/ENE21,213.5
2020-11-24,TRI Dolar MATba,TRI.ROS/MAR21,215.7
2020-11-24,TRI Dolar MATba,TRI.ROS/JUL21,220.0
2020-11-25,MAI Dolar MATba,MAI.ROS/DIC20,196.0
2020-11-25,MAI Dolar MATba,MAI.ROS/ABR21,184.0
2020-11-25,MAI Dolar MATba,MAI.ROS/JUL21,167.0
2020-11-25,MAI Dolar MATba,MAI.ROS/SEP21,170.5
2020-11-25,MAI Dolar MATba,MAI.ROS/DIC21,176.4
2020-11-25,SOJ Dolar MATba,SOJ.ROS/DIC20,344.5
2020-11-25,SOJ Dolar MATba,SOJ.ROS/ENE21,344.5
2020-11-25,SOJ Dolar MATba,SOJ.ROS/MAR21,314.0
2020-11-25,SOJ Dolar MATba,SOJ.ROS/MAY21,309.3
2020-11-25,SOJ Dolar MATba,SOJ.ROS/JUL21,313.1
2020-11-25,SOJ Dolar MATba,SOJ.ROS/NOV21,322.0
2020-11-25,TRI Dolar MATba,TRI.ROS/DIC20,211.5
2020-11-25,TRI Dolar MATba,TRI.ROS/ENE21,212.5
2020-11-25,TRI Dolar MATba,TRI.ROS/MAR21,214.5
2020-11-25,TRI Dolar MATba,TRI.ROS/JUL21,219.0
2020-11-26,MAI Dolar MATba,MAI.ROS/DIC20,197.0
2020-11-26,MAI Dolar MATba,MAI.ROS/ABR21,186.0
2020-11-26,MAI Dolar MATba,MAI.ROS/JUL21,169.0
2020-11-26,MAI Dolar MATba,MAI.ROS/SEP21,172.5
2020-11-26,MAI Dolar MATba,MAI.ROS/DIC21,178.6
2020-11-26,SOJ Dolar MATba,SOJ.ROS/ENE21,345.5
2020-11-26,SOJ Dolar MATba,SOJ.ROS/FEB21,335.0
2020-11-26,SOJ Dolar MATba,SOJ.ROS/MAR21,312.5
2020-11-26,SOJ Dolar MATba,SOJ.ROS/MAY21,307.2
2020-11-26,SOJ Dolar MATba,SOJ.ROS/JUL21,310.5
2020-11-26,SOJ Dolar MATba,SOJ.ROS/NOV21,320.0
2020-11-26,TRI Dolar MATba,TRI.ROS/DIC20,216.5
2020-11-26,TRI Dolar MATba,TRI.ROS/ENE21,217.3
2020-11-26,TRI Dolar MATba,TRI.ROS/MAR21,219.0
2020-11-26,TRI Dolar MATba,TRI.ROS/JUL21,224.0
2020-11-27,MAI Dolar MATba,MAI.ROS/DIC20,197.0
2020-11-27,MAI Dolar MATba,MAI.ROS/ABR21,184.6
2020-11-27,MAI Dolar MATba,MAI.ROS/JUL21,166.5
2020-11-27,MAI Dolar MATba,MAI.ROS/SEP21,169.5
2020-11-27,MAI Dolar MATba,MAI.ROS/DIC21,175.0
2020-11-27,SOJ Dolar MATba,SOJ.ROS/ENE21,347.0
2020-11-27,SOJ Dolar MATba,SOJ.ROS/MAY21,307.1
2020-11-27,SOJ Dolar MATba,SOJ.ROS/JUL21,310.5
2020-11-27,SOJ Dolar MATba,SOJ.ROS/NOV21,319.4
2020-11-27,TRI Dolar MATba,TRI.ROS/DIC20,216.0
2020-11-27,TRI Dolar MATba,TRI.ROS/ENE21,218.0
2020-11-27,TRI Dolar MATba,TRI.ROS/MAR21,220.3
2020-11-27,TRI Dolar MATba,TRI.ROS/JUL21,225.0
2020-11-30,MAI Dolar MATba,MAI.ROS/DIC20,197.0
2020-11-30,MAI Dolar MATba,MAI.ROS/ABR21,182.0
2020-11-30,MAI Dolar MATba,MAI.ROS/JUL21,162.8
2020-11-30,MAI Dolar MATba,MAI.ROS/SEP21,165.6
2020-11-30,MAI Dolar MATba,MAI.ROS/DIC21,171.2
2020-11-30,SOJ Dolar MATba,SOJ.ROS/ENE21,340.1
2020-11-30,SOJ Dolar MATba,SOJ.ROS/MAR21,302.9
2020-11-30,SOJ Dolar MATba,SOJ.ROS/MAY21,299.5
2020-11-30,SOJ Dolar MATba,SOJ.ROS/JUL21,303.0
2020-11-30,SOJ Dolar MATba,SOJ.ROS/SEP21,306.7
2020-11-30,SOJ Dolar MATba,SOJ.ROS/NOV21,311.4
2020-11-30,TRI Dolar MATba,TRI.ROS/DIC20,215.1
2020-11-30,TRI Dolar MATba,TRI.ROS/ENE21,216.5
2020-11-30,TRI Dolar MATba,TRI.ROS/MAR21,218.5
2020-11-30,TRI Dolar MATba,TRI.ROS/JUL21,223.0
2020-12-01,MAI Dolar MATba,MAI.ROS/DIC20,199.5
2020-12-01,MAI Dolar MATba,MAI.ROS/MAR21,185.5
2020-12-01,MAI Dolar MATba,MAI.ROS/ABR21,182.5
2020-12-01,MAI Dolar MATba,MAI.ROS/JUL21,163.5
2020-12-01,MAI Dolar MATba,MAI.ROS/SEP21,166.2
2020-12-01,MAI Dolar MATba,MAI.ROS/DIC21,172.2
2020-12-01,SOJ Dolar MATba,SOJ.ROS/ENE21,339.6
2020-12-01,SOJ Dolar MATba,SOJ.ROS/FEB21,326.0
2020-12-01,SOJ Dolar MATba,SOJ.ROS/MAY21,300.0
2020-12-01,SOJ Dolar MATba,SOJ.ROS/JUL21,303.0
2020-12-01,SOJ Dolar MATba,SOJ.ROS/NOV21,312.3
2020-12-01,TRI Dolar MATba,TRI.ROS/DIC20,217.0
2020-12-01,TRI Dolar MATba,TRI.ROS/ENE21,217.2
2020-12-01,TRI Dolar MATba,TRI.ROS/MAR21,220.0
2020-12-01,TRI Dolar MATba,TRI.ROS/JUL21,223.8
2020-12-02,MAI Dolar MATba,MAI.ROS/DIC20,197.5
2020-12-02,MAI Dolar MATba,MAI.ROS/MAR21,184.0
2020-12-02,MAI Dolar MATba,MAI.ROS/ABR21,181.5
2020-12-02,MAI Dolar MATba,MAI.ROS/JUL21,163.0
2020-12-02,MAI Dolar MATba,MAI.ROS/SEP21,165.5
2020-12-02,MAI Dolar MATba,MAI.ROS/DIC21,171.5
2020-12-02,SOJ Dolar MATba,SOJ.ROS/DIC20,335.0
2020-12-02,SOJ Dolar MATba,SOJ.ROS/ENE21,334.0
2020-12-02,SOJ Dolar MATba,SOJ.ROS/FEB21,320.0
2020-12-02,SOJ Dolar MATba,SOJ.ROS/MAY21,298.0
2020-12-02,SOJ Dolar MATba,SOJ.ROS/JUL21,300.9
2020-12-02,SOJ Dolar MATba,SOJ.ROS/NOV21,310.0
2020-12-02,TRI Dolar MATba,TRI.ROS/DIC20,220.5
2020-12-02,TRI Dolar MATba,TRI.ROS/ENE21,220.5
2020-12-02,TRI Dolar MATba,TRI.ROS/MAR21,222.5
2020-12-02,TRI Dolar MATba,TRI.ROS/JUL21,227.0
2020-12-03,MAI Dolar MATba,MAI.ROS/DIC20,198.5
2020-12-03,MAI Dolar MATba,MAI.ROS/ABR21,181.9
2020-12-03,MAI Dolar MATba,MAI.ROS/JUL21,164.1
2020-12-03,MAI Dolar MATba,MAI.ROS/SEP21,167.0
2020-12-03,MAI Dolar MATba,MAI.ROS/DIC21,172.2
2020-12-03,SOJ Dolar MATba,SOJ.ROS/DIC20,336.0
2020-12-03,SOJ Dolar MATba,SOJ.ROS/ENE21,337.5
2020-12-03,SOJ Dolar MATba,SOJ.ROS/MAY21,300.5
2020-12-03,SOJ Dolar MATba,SOJ.ROS/JUL21,304.0
2020-12-03,SOJ Dolar MATba,SOJ.ROS/SEP21,308.3
2020-12-03,SOJ Dolar MATba,SOJ.ROS/NOV21,312.0
2020-12-03,TRI Dolar MATba,TRI.ROS/DIC20,218.0
2020-12-03,TRI Dolar MATba,TRI.ROS/ENE21,219.0
2020-12-03,TRI Dolar MATba,TRI.ROS/MAR21,221.0
2020-12-03,TRI Dolar MATba,TRI.ROS/JUL21,224.6
2020-12-04,MAI Dolar MATba,MAI.ROS/DIC20,199.0
2020-12-04,MAI Dolar MATba,MAI.ROS/ABR21,182.2
2020-12-04,MAI Dolar MATba,MAI.ROS/JUL21,164.0
2020-12-04,MAI Dolar MATba,MAI.ROS/SEP21,166.0
2020-12-04,MAI Dolar MATba,MAI.ROS/DIC21,172.0
2020-12-04,SOJ Dolar MATba,SOJ.ROS/ENE21,332.5
2020-12-04,SOJ Dolar MATba,SOJ.ROS/MAR21,304.9
2020-12-04,SOJ Dolar MATba,SOJ.ROS/MAY21,302.0
2020-12-04,SOJ Dolar MATba,SOJ.ROS/JUL21,305.4
2020-12-04,SOJ Dolar MATba,SOJ.ROS/NOV21,314.0
2020-12-04,TRI Dolar MATba,TRI.ROS/DIC20,220.0
2020-12-04,TRI Dolar MATba,TRI.ROS/ENE21,220.5
2020-12-04,TRI Dolar MATba,TRI.ROS/MAR21,222.5
2020-12-04,TRI Dolar MATba,TRI.ROS/JUL21,225.5
2020-12-09,MAI Dolar MATba,MAI.ROS/DIC20,201.5
2020-12-09,MAI Dolar MATba,MAI.ROS/ABR21,182.5
2020-12-09,MAI Dolar MATba,MAI.ROS/JUL21,164.3
2020-12-09,MAI Dolar MATba,MAI.ROS/DIC21,172.0
2020-12-09,SOJ Dolar MATba,SOJ.ROS/ENE21,326.5
2020-12-09,SOJ Dolar MATba,SOJ.ROS/MAR21,300.0
2020-12-09,SOJ Dolar MATba,SOJ.ROS/MAY21,299.9
2020-12-09,SOJ Dolar MATba,SOJ.ROS/JUL21,303.0
2020-12-09,SOJ Dolar MATba,SOJ.ROS/NOV21,311.0
2020-12-09,TRI Dolar MATba,TRI.ROS/DIC20,218.5
2020-12-09,TRI Dolar MATba,TRI.ROS/ENE21,217.5
2020-12-09,TRI Dolar MATba,TRI.ROS/MAR21,219.6
2020-12-09,TRI Dolar MATba,TRI.ROS/JUL21,222.0
2020-12-10,MAI Dolar MATba,MAI.ROS/DIC20,202.0
2020-12-10,MAI Dolar MATba,MAI.ROS/ABR21,185.0
2020-12-10,MAI Dolar MATba,MAI.ROS/JUL21,167.5
2020-12-10,MAI Dolar MATba,MAI.ROS/SEP21,169.5
2020-12-10,MAI Dolar MATba,MAI.ROS/DIC21,175.0
2020-12-10,SOJ Dolar MATba,SOJ.ROS/ENE21,326.0
2020-12-10,SOJ Dolar MATba,SOJ.ROS/MAY21,302.0
2020-12-10,SOJ Dolar MATba,SOJ.ROS/JUL21,305.0
2020-12-10,SOJ Dolar MATba,SOJ.ROS/NOV21,312.2
2020-12-10,TRI Dolar MATba,TRI.ROS/DIC20,227.0
2020-12-10,TRI Dolar MATba,TRI.ROS/ENE21,227.0
2020-12-10,TRI Dolar MATba,TRI.ROS/MAR21,227.7
2020-12-10,TRI Dolar MATba,TRI.ROS/JUL21,230.0
2020-12-11,MAI Dolar MATba,MAI.ROS/DIC20,202.0
2020-12-11,MAI Dolar MATba,MAI.ROS/MAR21,186.5
2020-12-11,MAI Dolar MATba,MAI.ROS/ABR21,185.5
2020-12-11,MAI Dolar MATba,MAI.ROS/JUL21,168.5
2020-12-11,MAI Dolar MATba,MAI.ROS/SEP21,170.0
2020-12-11,MAI Dolar MATba,MAI.ROS/DIC21,176.0
2020-12-11,SOJ Dolar MATba,SOJ.ROS/ENE21,331.0
2020-12-11,SOJ Dolar MATba,SOJ.ROS/FEB21,325.0
2020-12-11,SOJ Dolar MATba,SOJ.ROS/MAR21,306.0
2020-12-11,SOJ Dolar MATba,SOJ.ROS/MAY21,304.2
2020-12-11,SOJ Dolar MATba,SOJ.ROS/JUL21,307.5
2020-12-11,SOJ Dolar MATba,SOJ.ROS/SEP21,311.2
2020-12-11,SOJ Dolar MATba,SOJ.ROS/NOV21,314.1
2020-12-11,TRI Disponible,TRI.BA/DIS20,218.0
2020-12-11,TRI Dolar MATba,TRI.ROS/DIC20,228.0
2020-12-11,TRI Dolar MATba,TRI.ROS/ENE21,228.5
2020-12-11,TRI Dolar MATba,TRI.ROS/MAR21,229.0
2020-12-11,TRI Dolar MATba,TRI.ROS/JUL21,231.9
2020-12-11,TRI Dolar MATba,TRI.ROS/DIC21,200.0
2020-12-14,MAI Dolar MATba,MAI.ROS/DIC20,203.0
2020-12-14,MAI Dolar MATba,MAI.ROS/ABR21,185.5
2020-12-14,MAI Dolar MATba,MAI.ROS/JUL21,167.7
2020-12-14,MAI Dolar MATba,MAI.ROS/SEP21,170.0
2020-12-14,MAI Dolar MATba,MAI.ROS/DIC21,175.0
2020-12-14,SOJ Dolar MATba,SOJ.ROS/ENE21,332.5
2020-12-14,SOJ Dolar MATba,SOJ.ROS/MAY21,305.0
2020-12-14,SOJ Dolar MATba,SOJ.ROS/JUL21,308.0
2020-12-14,SOJ Dolar MATba,SOJ.ROS/SEP21,310.9
2020-12-14,SOJ Dolar MATba,SOJ.ROS/NOV21,314.4
2020-12-14,TRI Disponible,TRI.BA/DIS20,218.0
2020-12-14,TRI Dolar MATba,TRI.ROS/DIC20,228.0
2020-12-14,TRI Dolar MATba,TRI.ROS/ENE21,228.5
2020-12-14,TRI Dolar MATba,TRI.ROS/MAR21,229.5
2020-12-14,TRI Dolar MATba,TRI.ROS/MAY21,230.0
2020-12-14,TRI Dolar MATba,TRI.ROS/JUL21,231.5
2020-12-14,TRI Dolar MATba,TRI.ROS/DIC21,200.0
2020-12-15,MAI Dolar MATba,MAI.ROS/DIC20,203.0
2020-12-15,MAI Dolar MATba,MAI.ROS/ABR21,185.3
2020-12-15,MAI Dolar MATba,MAI.ROS/JUL21,168.1
2020-12-15,MAI Dolar MATba,MAI.ROS/SEP21,170.0
2020-12-15,MAI Dolar MATba,MAI.ROS/DIC21,174.6
2020-12-15,SOJ Dolar MATba,SOJ.ROS/DIC20,336.0
2020-12-15,SOJ Dolar MATba,SOJ.ROS/ENE21,337.0
2020-12-15,SOJ Dolar MATba,SOJ.ROS/MAY21,306.5
2020-12-15,SOJ Dolar MATba,SOJ.ROS/JUL21,309.4
2020-12-15,SOJ Dolar MATba,SOJ.ROS/NOV21,316.2
2020-12-15,TRI Dolar MATba,TRI.ROS/DIC20,227.0
2020-12-15,TRI Dolar MATba,TRI.ROS/ENE21,228.5
2020-12-15,TRI Dolar MATba,TRI.ROS/MAR21,229.0
2020-12-15,TRI Dolar MATba,TRI.ROS/JUL21,229.5
2020-12-15,TRI Dolar MATba,TRI.ROS/DIC21,200.0
2020-12-16,MAI Dolar MATba,MAI.ROS/DIC20,204.0
2020-12-16,MAI Dolar MATba,MAI.ROS/MAR21,189.0
2020-12-16,MAI Dolar MATba,MAI.ROS/ABR21,188.0
2020-12-16,MAI Dolar MATba,MAI.ROS/JUL21,170.5
2020-12-16,MAI Dolar MATba,MAI.ROS/SEP21,172.7
2020-12-16,MAI Dolar MATba,MAI.ROS/DIC21,177.5
2020-12-16,SOJ Disponible,SOJ.ROS/DIS20,338.0
2020-12-16,SOJ Dolar MATba,SOJ.ROS/ENE21,337.0
2020-12-16,SOJ Dolar MATba,SOJ.ROS/MAR21,310.6
2020-12-16,SOJ Dolar MATba,SOJ.ROS/MAY21,307.0
2020-12-16,SOJ Dolar MATba,SOJ.ROS/JUL21,309.8
2020-12-16,SOJ Dolar MATba,SOJ.ROS/SEP21,313.1
2020-12-16,SOJ Dolar MATba,SOJ.ROS/NOV21,316.9
2020-12-16,TRI Disponible,TRI.BA/DIS20,216.0
2020-12-16,TRI Dolar MATba,TRI.ROS/DIC20,228.5
2020-12-16,TRI Dolar MATba,TRI.ROS/ENE21,228.5
2020-12-16,TRI Dolar MATba,TRI.ROS/MAR21,230.0
2020-12-16,TRI Dolar MATba,TRI.ROS/JUL21,231.5
2020-12-16,TRI Dolar MATba,TRI.ROS/DIC21,200.0
2020-12-17,MAI Dolar MATba,MAI.ROS/DIC20,207.5
2020-12-17,MAI Dolar MATba,MAI.ROS/ABR21,188.7
2020-12-17,MAI Dolar MATba,MAI.ROS/JUL21,171.0
2020-12-17,MAI Dolar MATba,MAI.ROS/SEP21,173.0
2020-12-17,MAI Dolar MATba,MAI.ROS/DIC21,178.0
2020-12-17,SOJ Dolar MATba,SOJ.ROS/ENE21,335.5
2020-12-17,SOJ Dolar MATba,SOJ.ROS/FEB21,330.0
2020-12-17,SOJ Dolar MATba,SOJ.ROS/MAR21,313.0
2020-12-17,SOJ Dolar MATba,SOJ.ROS/MAY21,310.5
2020-12-17,SOJ Dolar MATba,SOJ.ROS/JUL21,313.3
2020-12-17,SOJ Dolar MATba,SOJ.ROS/NOV21,320.2
2020-12-17,TRI Dolar MATba,TRI.ROS/DIC20,230.0
2020-12-17,TRI Dolar MATba,TRI.ROS/ENE21,229.9
2020-12-17,TRI Dolar MATba,TRI.ROS/MAR21,231.0
2020-12-17,TRI Dolar MATba,TRI.ROS/JUL21,232.5
2020-12-17,TRI Dolar MATba,TRI.ROS/DIC21,200.0
2020-12-18,MAI Dolar MATba,MAI.ROS/DIC20,206.0
2020-12-18,MAI Dolar MATba,MAI.ROS/MAR21,192.5
2020-12-18,MAI Dolar MATba,MAI.ROS/ABR21,192.0
2020-12-18,MAI Dolar MATba,MAI.ROS/JUL21,173.5
2020-12-18,MAI Dolar MATba,MAI.ROS/SEP21,176.0
2020-12-18,MAI Dolar MATba,MAI.ROS/DIC21,180.5
2020-12-18,SOJ Dolar MATba,SOJ.ROS/ENE21,336.0
2020-12-18,SOJ Dolar MATba,SOJ.ROS/FEB21,332.0
2020-12-18,SOJ Dolar MATba,SOJ.ROS/MAR21,316.0
2020-12-18,SOJ Dolar MATba,SOJ.ROS/MAY21,314.5
2020-12-18,SOJ Dolar MATba,SOJ.ROS/JUL21,317.5
2020-12-18,SOJ Dolar MATba,SOJ.ROS/SEP21,320.7
2020-12-18,SOJ Dolar MATba,SOJ.ROS/NOV21,324.3
2020-12-18,TRI Dolar MATba,TRI.ROS/DIC20,231.0
2020-12-18,TRI Dolar MATba,TRI.ROS/ENE21,230.7
2020-12-18,TRI Dolar MATba,TRI.ROS/MAR21,231.5
2020-12-18,TRI Dolar MATba,TRI.ROS/JUL21,232.6
2020-12-18,TRI Dolar MATba,TRI.ROS/DIC21,199.5
2020-12-21,MAI Dolar MATba,MAI.ROS/DIC20,201.0
2020-12-21,MAI Dolar MATba,MAI.ROS/ENE21,202.0
2020-12-21,MAI Dolar MATba,MAI.ROS/MAR21,193.0
2020-12-21,MAI Dolar MATba,MAI.ROS/ABR21,193.4
2020-12-21,MAI Dolar MATba,MAI.ROS/JUL21,175.0
2020-12-21,MAI Dolar MATba,MAI.ROS/SEP21,177.0
2020-12-21,SOJ Dolar MATba,SOJ.ROS/ENE21,338.0
2020-12-21,SOJ Dolar MATba,SOJ.ROS/MAR21,320.0
2020-12-21,SOJ Dolar MATba,SOJ.ROS/MAY21,318.5
2020-12-21,SOJ Dolar MATba,SOJ.ROS/JUL21,321.5
2020-12-21,SOJ Dolar MATba,SOJ.ROS/SEP21,324.5
2020-12-21,SOJ Dolar MATba,SOJ.ROS/NOV21,328.4
2020-12-21,TRI Dolar MATba,TRI.ROS/DIC20,232.5
2020-12-21,TRI Dolar MATba,TRI.ROS/ENE21,230.4
2020-12-21,TRI Dolar MATba,TRI.ROS/MAR21,230.5
2020-12-21,TRI Dolar MATba,TRI.ROS/JUL21,232.5
2020-12-21,TRI Dolar MATba,TRI.ROS/DIC21,199.5
2020-12-22,MAI Dolar MATba,MAI.ROS/MAR21,191.0
2020-12-22,MAI Dolar MATba,MAI.ROS/ABR21,192.9
2020-12-22,MAI Dolar MATba,MAI.ROS/JUL21,174.5
2020-12-22,MAI Dolar MATba,MAI.ROS/SEP21,176.4
2020-12-22,MAI Dolar MATba,MAI.ROS/DIC21,181.0
2020-12-22,SOJ Dolar MATba,SOJ.ROS/ENE21,339.5
2020-12-22,SOJ Dolar MATba,SOJ.ROS/MAR21,321.5
2020-12-22,SOJ Dolar MATba,SOJ.ROS/MAY21,319.3
2020-12-22,SOJ Dolar MATba,SOJ.ROS/JUL21,322.0
2020-12-22,TRI Dolar MATba,TRI.ROS/ENE21,228.5
2020-12-22,TRI Dolar MATba,TRI.ROS/MAR21,229.0
2020-12-22,TRI Dolar MATba,TRI.BA/JUL21,233.0
2020-12-22,TRI Dolar MATba,TRI.ROS/JUL21,231.0
2020-12-22,TRI Dolar MATba,TRI.ROS/DIC21,200.0
2020-12-23,MAI Dolar MATba,MAI.ROS/MAR21,194.9
2020-12-23,MAI Dolar MATba,MAI.ROS/ABR21,193.1
2020-12-23,MAI Dolar MATba,MAI.ROS/JUN21,175.0
2020-12-23,MAI Dolar MATba,MAI.ROS/JUL21,175.0
2020-12-23,MAI Dolar MATba,MAI.ROS/SEP21,177.4
2020-12-23,MAI Dolar MATba,MAI.ROS/DIC21,182.1
2020-12-23,SOJ Dolar MATba,SOJ.ROS/ENE21,343.5
2020-12-23,SOJ Dolar MATba,SOJ.ROS/FEB21,339.0
2020-12-23,SOJ Dolar MATba,SOJ.ROS/MAY21,322.2
2020-12-23,SOJ Dolar MATba,SOJ.ROS/JUL21,325.0
2020-12-23,SOJ Dolar MATba,SOJ.ROS/NOV21,332.8
2020-12-23,TRI Dolar MATba,TRI.ROS/ENE21,229.5
2020-12-23,TRI Dolar MATba,TRI.ROS/MAR21,229.5
2020-12-23,TRI Dolar MATba,TRI.ROS/JUL21,231.0
2020-12-23,TRI Dolar MATba,TRI.ROS/DIC21,200.0
2020-12-28,MAI Dolar MATba,MAI.ROS/ABR21,193.5
2020-12-28,MAI Dolar MATba,MAI.ROS/JUL21,176.0
2020-12-28,MAI Dolar MATba,MAI.ROS/SEP21,178.6
2020-12-28,MAI Dolar MATba,MAI.ROS/DIC21,183.5
2020-12-28,SOJ Dolar MATba,SOJ.ROS/ENE21,343.0
